OwnerId,Name,Active__c,Archetype__c,Cohort_Suitability_Prior__c,Default_Bucketing_Strategy__c,Default_Windows__c,Description__c,Dictionary_Version__c,Direction_Hypothesis__c,Evidence_Basis__c,Explainability_Prior__c,Feature_Type__c,Formula_Template__c,Historical_Prior_Score__c,Measurement_Concept_Key__c,Predictive_Prior__c,Primary_Theme_Key__c,Required_Ingredient_Roles__c,Target_Feature_Class__c,Template_Key__c
005As00000NsovwIAB,c2 stage cohort,True,COHORT_DIMENSION,0.9,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Opportunities.csv; Reporting Label=c2 stage cohort; Legacy Feature=ltr_c2_stage; Legacy Driver Context=Solution sold matches your needs; Legacy Ingredients=C2_STAGE; Operation=Cohort; Signal=No Signal; Resolved Current Fields=Source_Stage__c; Derived Dependencies=.,0.8,HISTORICAL_RECIPE_PRIOR,Historical operation=Cohort; current ingredients=Source_Stage__c,0.45,PROCESS_STEPS,0.5,PROCESS,salesforce:Opportunity:Source_Stage__c,PROFILE,HIST_SFDC_0C1E74854CDD8FC02FE7
005As00000NsovwIAB,Currency Conversion rate,True,DIRECT,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Accounts.csv; Reporting Label=Currency Conversion rate; Legacy Feature=CURRENCY_CONVERSION_RATE; Legacy Driver Context=Final implementation matches scope sold; Legacy Ingredients=CURRENCY_CONVERSION_RATE; Operation=Direct from the dataset; Signal=No Signal; Resolved Current Fields=Source_Currency_Conversion_Rate__c; Derived Dependencies=.,0.8,HISTORICAL_RECIPE_PRIOR,CURRENCY_CONVERSION_RATE of each Account Id,0.45,,0.5,,salesforce:Account:Source_Currency_Conversion_Rate__c,DIRECT_EXPERIENCE,HIST_SFDC_0E8E53A991749E32758A
005As00000NsovwIAB,% tickets under Level 2 Paying,True,RATE,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=% tickets under Level 2 Paying; Legacy Feature=Level 2 Paying; Legacy Driver Context=Effectiveness of resolution provided; Legacy Ingredients=['Support Level', 'Case Number']; Operation=Percentage; Signal=Signal; Resolved Current Fields=Source_Case_Number__c;Source_Support_Level__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,(# of Case Numbers in the Support Level type - Level 2 Paying / total # of Case Numbers ) for each Account Id,0.75,PRODUCT_QUALITY,0.65,PRODUCT_SERVICE,salesforce:Case:Source_Case_Number__c;salesforce:Case:Source_Support_Level__c,DIRECT_EXPERIENCE,HIST_SFDC_101FDD248A0182D367A2
005As00000NsovwIAB,ttr Write Up,True,MEAN,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=ttr Write Up; Legacy Feature=TTRComposer; Legacy Driver Context=Resolution Time; Legacy Ingredients=['PL', 'TTR']; Operation=mean; Signal=Signal; Resolved Current Fields=Product_Line__c;Time_to_Resolution_Days__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,Average of TTR in the PL type - Write Up,0.75,PRODUCT_FUNCTIONALITY,0.65,PRODUCT_SERVICE,salesforce:Case:Product_Line__c;salesforce:Case:Time_to_Resolution_Days__c,DIRECT_EXPERIENCE,HIST_SFDC_10B3FEEC9CABC5966281
005As00000NsovwIAB,"# tickets -bin(0,10)",True,BAND,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=# tickets -bin(0,10); Legacy Feature=casesbybins_0_10; Legacy Driver Context=Resolution Time; Legacy Ingredients=['TTR','Case Number']; Operation=Bin; Signal=No Signal; Resolved Current Fields=Source_Case_Number__c;Time_to_Resolution_Days__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,"Number of cases in TTR bin [0,10]",0.45,TIME_DURATION,0.5,TIME,salesforce:Case:Source_Case_Number__c;salesforce:Case:Time_to_Resolution_Days__c,DIRECT_EXPERIENCE,HIST_SFDC_120A857164EC82E61C8E
005As00000NsovwIAB,support level cohort,True,COHORT_DIMENSION,0.9,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=support level cohort; Legacy Feature=sl_ltr; Legacy Driver Context=Effectiveness of resolution provided; Legacy Ingredients=Support Level; Operation=Cohort; Signal=No Signal; Resolved Current Fields=Source_Support_Level__c; Derived Dependencies=.,0.8,HISTORICAL_RECIPE_PRIOR,Historical operation=Cohort; current ingredients=Source_Support_Level__c,0.45,PRODUCT_QUALITY,0.5,PRODUCT_SERVICE,salesforce:Case:Source_Support_Level__c,PROFILE,HIST_SFDC_13856AA93AAD49E311C3
005As00000NsovwIAB,# of ticket types present,True,COUNT,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=# of ticket types present; Legacy Feature=# of ticket types present; Legacy Driver Context=Effectiveness of resolution provided; Legacy Ingredients=Root Cause; Operation=Count; Signal=Signal; Resolved Current Fields=Source_Root_Cause__c; Derived Dependencies=.,0.8,HISTORICAL_RECIPE_PRIOR,Calculate total number of ticket types the customer has populated,0.75,PRODUCT_QUALITY,0.65,PRODUCT_SERVICE,salesforce:Case:Source_Root_Cause__c,DIRECT_EXPERIENCE,HIST_SFDC_17EF20A16252A2E9F7A0
005As00000NsovwIAB,# slt voilations,True,COUNT,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=# slt voilations; Legacy Feature=violation; Legacy Driver Context=Effectiveness of resolution provided; Legacy Ingredients=['slt_violation','Case Number']; Operation=Count; Signal=Signal; Resolved Current Fields=SLA_Violation__c;Source_Case_Number__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,# of Case Numbers in the SLT Violation type - Violation for each Account Id,0.75,PROCESS_COMPLIANCE,0.65,PROCESS,salesforce:Case:SLA_Violation__c;salesforce:Case:Source_Case_Number__c,DIRECT_EXPERIENCE,HIST_SFDC_1A0F0E0439C3ED724483
005As00000NsovwIAB,Annual Revenue,True,DIRECT,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Accounts.csv; Reporting Label=Annual Revenue; Legacy Feature=ANNUAL_REVENUE; Legacy Driver Context=Final implementation matches scope sold; Legacy Ingredients=ANNUAL_REVENUE; Operation=Direct from the dataset; Signal=No Signal; Resolved Current Fields=AnnualRevenue; Derived Dependencies=.,0.8,HISTORICAL_RECIPE_PRIOR,ANNUAL_REVENUE of each Account Id,0.45,VALUE_COMMERCIAL_GROWTH,0.5,VALUE,salesforce:Account:AnnualRevenue,DIRECT_EXPERIENCE,HIST_SFDC_1B4F0444196318353ECF
005As00000NsovwIAB,"# tickets -bin(30,40)",True,BAND,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=# tickets -bin(30,40); Legacy Feature=casesbybins_30_40; Legacy Driver Context=Resolution Time; Legacy Ingredients=['TTR','Case Number']; Operation=Bin; Signal=No Signal; Resolved Current Fields=Source_Case_Number__c;Time_to_Resolution_Days__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,"Number of cases in TTR bin [30,40]",0.45,TIME_DURATION,0.5,TIME,salesforce:Case:Source_Case_Number__c;salesforce:Case:Time_to_Resolution_Days__c,DIRECT_EXPERIENCE,HIST_SFDC_1B8C54125F8AE705BF65
005As00000NsovwIAB,"# tickets -bin(70,80)",True,BAND,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=# tickets -bin(70,80); Legacy Feature=casesbybins_70_80; Legacy Driver Context=Resolution Time; Legacy Ingredients=['TTR','Case Number']; Operation=Bin; Signal=No Signal; Resolved Current Fields=Source_Case_Number__c;Time_to_Resolution_Days__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,"Number of cases in TTR bin [70,80]",0.45,TIME_DURATION,0.5,TIME,salesforce:Case:Source_Case_Number__c;salesforce:Case:Time_to_Resolution_Days__c,DIRECT_EXPERIENCE,HIST_SFDC_1BF4386DF7723130825B
005As00000NsovwIAB,Territory Manager Cohort,True,COHORT_DIMENSION,0.9,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Accounts.csv; Reporting Label=Territory Manager Cohort; Legacy Feature=ter_man_acc_ltr; Legacy Driver Context=Solution sold matches your needs; Legacy Ingredients=TERRITORY_MANAGER_NAME; Operation=Cohort; Signal=No Signal; Resolved Current Fields=Territory_Manager_Name__c; Derived Dependencies=.,0.8,HISTORICAL_RECIPE_PRIOR,Historical operation=Cohort; current ingredients=Territory_Manager_Name__c,0.45,PEOPLE_OWNERSHIP,0.5,PEOPLE,salesforce:Account:Territory_Manager_Name__c,PROFILE,HIST_SFDC_20752299A5D3E06B1D7C
005As00000NsovwIAB,% tickets for QuoteFlow,True,RATE,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=% tickets for QuoteFlow; Legacy Feature=QuoteFlow; Legacy Driver Context=Effectiveness of resolution provided; Legacy Ingredients=['PL', 'Case Number']; Operation=Percentage; Signal=No Signal; Resolved Current Fields=Product_Line__c;Source_Case_Number__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,(# of Case Numbers in the PL type - QuoteFlow / total # of Case Numbers ) for each Account Id,0.45,PRODUCT_FUNCTIONALITY,0.5,PRODUCT_SERVICE,salesforce:Case:Product_Line__c;salesforce:Case:Source_Case_Number__c,DIRECT_EXPERIENCE,HIST_SFDC_21B24E0208E5C25096E1
005As00000NsovwIAB,ttr by customer-driven knowledge,True,MEAN,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=ttr by customer-driven knowledge; Legacy Feature=TTRCustomer-Driven Knowledge; Legacy Driver Context=Resolution Time; Legacy Ingredients=['Root_Cause', 'TTR']; Operation=mean; Signal=Signal; Resolved Current Fields=Source_Root_Cause__c;Time_to_Resolution_Days__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,Average of TTR in the Root_Cause type - Customer-Driven Knowledge,0.75,PRODUCT_QUALITY,0.65,PRODUCT_SERVICE,salesforce:Case:Source_Root_Cause__c;salesforce:Case:Time_to_Resolution_Days__c,DIRECT_EXPERIENCE,HIST_SFDC_21BF111826878617577A
005As00000NsovwIAB,ttr by ticket type - Infrastructure,True,MEAN,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=ttr by ticket type - Infrastructure; Legacy Feature=ttrinfrastructure; Legacy Driver Context=Resolution Time; Legacy Ingredients=['Root_Cause', 'TTR']; Operation=mean; Signal=No Signal; Resolved Current Fields=Source_Root_Cause__c;Time_to_Resolution_Days__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,Average of TTR in the Root_Cause type - Infrastructure,0.45,PRODUCT_QUALITY,0.5,PRODUCT_SERVICE,salesforce:Case:Source_Root_Cause__c;salesforce:Case:Time_to_Resolution_Days__c,DIRECT_EXPERIENCE,HIST_SFDC_2471F39AB2C3C5464B74
005As00000NsovwIAB,opp. loss ratio,True,RATE,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Opportunities.csv; Reporting Label=opp. loss ratio; Legacy Feature=opp_loss_rat; Legacy Driver Context=Sales team; Legacy Ingredients=['C2_STAGE','OPPORTUNITY_ID']; Operation=Percentage; Signal=No Signal; Resolved Current Fields=Source_Opportunity_ID__c;Source_Stage__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,(Sum of Opportunities lost in 'C2_STAGE' per Account Id/# of unique OPPORTUNITY_IDs per Account Id) for each Account id,0.45,PROCESS_STEPS,0.5,PROCESS,salesforce:Opportunity:Source_Opportunity_ID__c;salesforce:Opportunity:Source_Stage__c,DIRECT_EXPERIENCE,HIST_SFDC_24BE3CD70F543D5B9139
005As00000NsovwIAB,# opportunities won (forecast),True,SUM,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Opportunities.csv; Reporting Label=# opportunities won (forecast); Legacy Feature=fr_won; Legacy Driver Context=Solution sold matches your needs; Legacy Ingredients=FORECAST_CATEGORY; Operation=sum; Signal=No Signal; Resolved Current Fields=Source_Forecast_Category__c; Derived Dependencies=.,0.8,HISTORICAL_RECIPE_PRIOR,Sum of Opportunities won in 'FORECAST_CATEGORY' per Account Id,0.45,TIME_PREDICTABILITY,0.5,TIME,salesforce:Opportunity:Source_Forecast_Category__c,DIRECT_EXPERIENCE,HIST_SFDC_26E394CCDC35F0DE5469
005As00000NsovwIAB,"# tickets -bin(60,70)",True,BAND,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=# tickets -bin(60,70); Legacy Feature=casesbybins_60_70; Legacy Driver Context=Resolution Time; Legacy Ingredients=['TTR','Case Number']; Operation=Bin; Signal=No Signal; Resolved Current Fields=Source_Case_Number__c;Time_to_Resolution_Days__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,"Number of cases in TTR bin [60,70]",0.45,TIME_DURATION,0.5,TIME,salesforce:Case:Source_Case_Number__c;salesforce:Case:Time_to_Resolution_Days__c,DIRECT_EXPERIENCE,HIST_SFDC_27666CB13F2027D460ED
005As00000NsovwIAB,ttr by ticket type - Licencing,True,MEAN,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=ttr by ticket type - Licencing; Legacy Feature=TTRLicensing; Legacy Driver Context=Resolution Time; Legacy Ingredients=['Root_Cause', 'TTR']; Operation=mean; Signal=No Signal; Resolved Current Fields=Source_Root_Cause__c;Time_to_Resolution_Days__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,Average of TTR in the Root_Cause type - Licensing,0.45,PRODUCT_QUALITY,0.5,PRODUCT_SERVICE,salesforce:Case:Source_Root_Cause__c;salesforce:Case:Time_to_Resolution_Days__c,DIRECT_EXPERIENCE,HIST_SFDC_282F8A5A32EEEC494DBD
005As00000NsovwIAB,# resolved tickets,True,RATE,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=# resolved tickets; Legacy Feature=Resolved; Legacy Driver Context=Effectiveness of resolution provided; Legacy Ingredients=['State', 'Case Number']; Operation=Percentage; Signal=No Signal; Resolved Current Fields=Source_Case_Number__c;Source_State__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,# of Case Numbers in the State type - Resolved for each Account Id,0.45,PROCESS_STEPS,0.5,PROCESS,salesforce:Case:Source_Case_Number__c;salesforce:Case:Source_State__c,DIRECT_EXPERIENCE,HIST_SFDC_30C8971002E4BF7457F2
005As00000NsovwIAB,% tickets By Type - Infrastructure,True,RATE,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=% tickets By Type - Infrastructure; Legacy Feature=Infrastructure; Legacy Driver Context=Product performance (stability, speed); Legacy Ingredients=['Root_Cause', 'Case Number']; Operation=Percentage; Signal=Signal; Resolved Current Fields=Source_Case_Number__c;Source_Root_Cause__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,(# of Case Numbers in the Root_Cause type - Infrastructure/ total # of Case Numbers ) for each Account Id,0.75,PRODUCT_QUALITY,0.65,PRODUCT_SERVICE,salesforce:Case:Source_Case_Number__c;salesforce:Case:Source_Root_Cause__c,DIRECT_EXPERIENCE,HIST_SFDC_316046C5CC854FA1DF06
005As00000NsovwIAB,case_escalation,True,EVENT_FLAG,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=; Legacy Feature=case_escalation; Legacy Driver Context=Effectiveness of resolution provided; Legacy Ingredients=Special Attention; Operation=flag; Signal=No Signal; Resolved Current Fields=Source_Special_Attention__c; Derived Dependencies=.,0.7,HISTORICAL_RECIPE_PRIOR,"Flag = 0 if 'Special Attention' = 0, else 1",0.45,PROCESS_EXCEPTION,0.5,PROCESS,salesforce:Case:Source_Special_Attention__c,DIRECT_EXPERIENCE,HIST_SFDC_36982FC377DADB6EA590
